Año;Serial;Evento;ADM1_CODE;ADM1;ADM2_CODE;ADM2;LUGAR;Fecha;Observaciones;Causa;Descripción de la Causa;Fuente;Magnitud;Número GLIDE;Otros sectores;Fichas;Muertos;Heridos;Desaparecidos;Viviendas Destruídas;Viviendas Afectadas;Damnificados;Afectados;Reubicados;Evacuados;Pérdidas $USD;Pérdidas $Local;Centros Educativos;Centros Médicos;Daños cultivos Ha
2013;2013-00053;OTHER;13;Jinotega;1302;Cuá Bocay;El Cuá.;2013/4/9;Nueve hectáreas de bosque fueron taladas e una propiedad privada a la orilla de una fuente de agua en el Cuá. datos proporcionados por la fuente.;DEFORESTATION;Productores talan árboles para sembrar cultivos ó pastos par;La  Prensa 2013-04.10 P.7;;;;1;;;;;;;;;;;;;;9
2013;2013-00054;POLLUTION;7;Masaya;702;Masaya;Vertedero de Masaya;2013/4/10;Pobladores de Masaya exigen cierre de vertedero,  atenta contra la salud pública.;NEGLIGENCE;Mal manejo de los residuos sólidos por parte de la comuna.;La Prensa 2013-04-11 P.1 P.7;;;;1;;;;;;;;;;;;;;
2013;2013-00055;FORESTFIRE;7;Masaya;702;Masaya;Laderas del volcán Masaya.;2013/4/12;400 hectáreas de bosque, arbustos y pastizales fueron quemados en las laderas del volcán Masaya., fuego terminó con la flora y la fauna. Datos proporcionados por la fuente.;BEHAVIOR;Cazadores de la fauna silvestre pegan fuego sin medir consec;La Prensa 2013-04-13 P.6;;;;1;;;;;;;;;;;;;;400
2013;2013-00056;POLLUTION;11;Boaco;1102;Boaco;Presa El Diamante, Ciudad de Boaco;2013/4/14;Toda la ciudad de Boaco con problemas de agua potable. Presa El Diamante llena de sedimentos y algas. Población toma agua con sabor a lodo podrido y de color verde. Hay un proyecto de mejoramiento del sistema  de agua potable de la ciudad, pero se ha desfasado. Este proyecto tiene un costo de 12.5 millones de dólares, financiado por la Cooperación Española. datos proporcionados por la fuente.;NEGLIGENCE;No funciona la planta de tratamiento de agua potable. Proyec;La Prensa 2013-04-15 P.8;;;;1;;;;;;;50000;;;;;;;
2013;2013-00057;OTHER;4;Chinandega;409;Chinandega;Río Campuzano del Delta, Estero Real.;2013/3/17;A escasos 10 metros del río campuzano talaron 12 hectáreas de árboles centenarios, entre las variedades se encuetran, el guanacaste blanco, genízaro y palmas. datos proporcionados por la fuente.;DEFORESTATION;Productores talan árboles para sembrar cultivos ó pastos par;La Prensa 2013-04-18 P.6;;;;1;;;;;;;;;;;;;;12
2013;2013-00058;FORESTFIRE;1;Nueva Segovia;104;San Fernando;Municipio de San Fernando, en el sitio La Explosión.;2013/4/22;En el Municipio de San Fernando se perdieron 2300 hectáreas de bosque de pino,  por incendios forestales. Datos proporcionados por la fuente.;BEHAVIOR;Productores queman el bosque para sembrar cultivos de café.;La Prensa 2013-04-23 P.6;;;;1;;;;;;;;;;;;;;2300
2013;2013-00059;POLLUTION;4;Chinandega;405;El Viejo;Río Acinco, cinco kilómetros al noroeste de El Viejo.;2013/4/22;Decenas de peces muertos en el río Acinco. Pobladores sospechan que le hecharon quimicos tóxicos para sacar los peces y llevarlos a vender. Datos proporcionados por la fuente.;BEHAVIOR;En algunos sectores utilizan químico tóxicos para sacar pece;La Prensa 2013-04-23 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00060;DROUGHT;11;Boaco;1106;San Lorenzo;El casco urbano  de San Lorenzo, poblado de Tecolostote y co;2013/4/23;4000 pobladores del casco urbano de San Lorenzo, 7000 pobladores de Tecolostote, 1500 de comunidad La Peña y comarca El Palo. Presentan problemas  con el abastecimiento de agua potable. Datos proporcionados por la fuente.;ATMOSPHCONDITION;El ojo de agua que abastece a la población bajó su caudal y ;La Prensa 2013-04-24 P.6;;;;1;;;;;;;12500;;;;;;;
2013;2013-00062;DROUGHT;10;Rivas;1007;San Jorge;Muelle lacustre  en San Jorge, Lago Cocibolca.;2013/4/25;La sequía y la sedimentación en el Lago Cocibolca han generado estragos en los muelles lacustres,  el cese de la navegación de las embarcaciones grandes que transportan personas y cargas, el lago ha bajado su nivel de agua. datos proporcionados por la fuente.;ATMOSPHCONDITION;Sequía prolongada en el Pacífico de Nicaragua.;La Prensa 2013-04-26 P1. P.5;;;;1;;;;;;;;;;;;;;
2013;2013-00063;DROUGHT;17;Río San Juan;1704;San Carlos;Río San Juan de Nicaragua.;2013/4/29;E Río San Juan de Nicaragua ha bajado su caudal por la sequía y esto afecta la navegación, las embarcaciones grandes no pueden transitar por el río, se alargan los viajes, se pegan los botes en los raudales, la comida se encarece y es escasa, es un trastrono la vida de la población. Datos proporcionados por la fuente.;ATMOSPHCONDITION;Condiciones atmosféricas.;La Prensa 2013-04-30 P.1 P.7;;;;1;;;;;;;;;;;;;;
2013;2013-00064;DROUGHT;7;Masaya;702;Masaya;Barrio Monimbó;2013/4/29;Barrio Indigena de Monimbó con dificultades para el abastecimiento de agua potable. fuente no publicó el número de afectados.;ATMOSPHCONDITION;Condiciones atmosféricas.;La Prensa 2013-04-30 P.1 P.7;;;;1;;;;;;;;;;;;;;
2013;2013-00065;DROUGHT;11;Boaco;1105;Teustepe;El Boqueron, Los Ventarrones, La Concha, El Coral, La Empana;2013/4/29;Seis comunidades afectadas por el desabastecimiento de agua. Se abastecen de la presa La Canoas, para sus actividades agrícolas, pesca y para subsistir y en el verano baja su caudal, los pozos se secan. Datos proporcionados por la fuente.;ATMOSPHCONDITION;Presa las canoas baja su caudal en el verano, los pozos se s;La Prensa 2013-04-30 P.1 P.7;;;;1;;;;;;;;;;;;;;
2013;2013-00066;DROUGHT;4;Chinandega;405;El Viejo;Comarcas:  El Chorro, Elena María, Los Laureles, Los Noventa;2013/4/30;4115 pobladores desesperados por la falta de agua en comarcas y la ciudad de El Viejo. Los datos de afectados se dedudjo multiplicar por cinco las 823 familias afectadas que publicó la fuente.;ATMOSPHCONDITION;El abastecimiento de agua es por pozos, no hay fuente de agu;La Prensa 2013-05-01 P.6;;;;1;;;;;;;4115;;;;;;;
2013;2013-00067;DROUGHT;4;Chinandega;409;Chinandega;Comarca La Grecia No 3 y 4 al norte de la ciudad de Chinande;2013/4/30;15000 pobladores desesperados por la falta de agua en comarcas y barrios. Datos proporcionados por la fuente.;ATMOSPHCONDITION;El abastecimiento de agua es por pozos, no hay fuente de agu;La Prensa 2013-05-01 P.6;;;;1;;;;;;;15000;;;;;;;
2013;2013-00068;DROUGHT;4;Chinandega;412;Chichigalpa;Barrios: Erick Ramírez y Modesto Palma, al sur de la ciudad ;2013/4/30;Desabastecimiento de agua en barrios Erick Ramirez y Modesto Palma. Fuente no refleja el número de afectados.;ATMOSPHCONDITION;El abastecimiento de agua es por pozos, no hay fuente de agu;La Prensa 2013-05-01;;;;1;;;;;;;;;;;;;;
2013;2013-00069;DROUGHT;8;Granada;803;Granada;Barrios: El Pantanal, Adelita, El Rosario, La Sabaneta, Las ;2013/4/30;Pobladores de Granada padecen desabastecimiento de agua. Fuente no refleja número de afectados.;ATMOSPHCONDITION;El abastecimiento de agua es por pozos, no hay fuente de agu;La Prensa 2013-05-01 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00070;DROUGHT;16;RAAS;1609;Nueva Guinea;Casco Urbano de la ciudad.;2013/4/30;En el casco urbano de Nueva Guinea se ha secado 80, provocando desabastecimiento de agua en la población. Fuente no refleja el número de afectados.;ATMOSPHCONDITION;El abastecimiento de agua es por pozos, no hay fuente de agu;La Prensa 2013-05-01 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00071;STORM;1;Nueva Segovia;111;Quilalí;Comunidades: San Bartolo, Patio Grande, Arenales, El Carriza;2013/5/3;66 familias enQuilalí fueron afectados por fuertes vientos, lluvias y tormenta eléctrica, arranncó techos de las casas. Fuente no refleja el número de casas afectadas. El dato de afectados se dedujo de multiplicar por cinco las 66 familias afectadas.;ATMOSPHCONDITION;Según INETER, se debe a un Eje de Vaguada, choque de aire fr;La Prensa 2013-05-04 P.1 P.6;;;;1;;;;;;;330;;;;;;;
2013;2013-00072;OTHER;15;RAAN;1505;Waslala;Reserva de Biosfera Bosawas;2013/5/10;Los bosques que confroman la zona núcleo y de amortiguamiento de la Reserva De Biosfera Bosawas, fueron consumidos en un promedio de 42, 676 hectáreas por año, a partir del 2005. La destrucción de la reserva ha alterado la forma de vida de 2500 familias, compuesta por 12000 indígenas afirmó el Presidente de los Mayangna, Aricio Genaro Celso. Datos proporcionados por la fuente;DEFORESTATION;Comercio ilegal de la madera.;La Prensa 2013-05-11 P.3;;;;1;;;;;;;12000;;;;;;;42676
2013;2013-00073;DROUGHT;10;Rivas;1008;Rivas;Comunidad Los Ramos, Altagracia Isla de Ometepe.;2013/5/13;Pobladores de la comunidad Los Ramos en Altagracia Isla de Ometepe, desabastecidos de agua potable. Fuente no refleja el número de afectados.;ATMOSPHCONDITION;El nivel del Lago Cocibolca bajó, el pozo que los abstece es;La Prensa 2013-05-14 P.7;;;;1;;;;;;;;;;;;;;
2013;2013-00074;OTHER;10;Rivas;1008;Rivas;Los Ramos, Altagra, Isla de Ometepe.;2013/5/17;Avance de la frontera agrícola afecta a nueve comunidades ubicadas en los alrededores del volcán Maderas . Despale a 40 metros  de la vertiente de agua. Fuente no refleja número de afectados.;DEFORESTATION;Tala de árboles para sembrar cultivos.;La Prensa 2013-05-18 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00075;DROUGHT;11;Boaco;1102;Boaco;Ciudad de Boaco.;2013/5/19;Pobladores de la ciudad de Boaco enfrentan una de sus peores crisis de agua potable. El agua no llega los dias que corresponde y una pipa de Enacal no cubre la demanda. La economía de la población es afectada, tiienen que comprar el agua de botellón, no está al alcance de la mayor parte de la población. Fuente no refleja número de afectados.;ATMOSPHCONDITION;En la zona no hay fuente de agua superficial, el manto friát;La Prensa 2013-05-20;;;;1;;;;;;;;;;;;;;
2013;2013-00076;FORESTFIRE;1;Nueva Segovia;106;Dipilto;San Fabián;2013/5/19;En San Fabián 12 hectáreas de pino se perdieron por los incendios forestales. Datos proporcionados por la fuente.;UNKNOWN;No se conocen las causas.;La Prensa 2013-05-20 P.7;;;;1;;;;;;;;;;;;;;12
2013;2013-00077;FIRE;4;Chinandega;405;El Viejo;Barrio Vilchez y Rodrúguez;2013/5/19;Incendio en una casa y una pulpería, fuego acabó con todo. Una persona sufrió quemaduras de primer grado y una niña con intoxicación. Los datos de afectados se dedujo de multiplicar por cinco las dos casas quemadas que reflejó la fuente.;SHORTCIRCUIT;Fuego se originó por un cortocircuito y luego explotaron 20 ;La La Prensa 2013-05-20 P.6;;;;1;;2;;2;;10;;;;;;;;
2013;2013-00078;DROUGHT;11;Boaco;1105;Teustepe;El Ventarrón Teustepe.;2013/5/19;El acceso de agua potable en la zona rural implica una serie de dificultades, tal es el caso de 100 familias de El Ventarrón, Teustepe, se abastecen de un único y precario pozo. Esta comunidad está ubicada a un costado de la presa Las Canoas, pero no la puedn utilizar porque el agua es desviada hacia los arrozales. Los datos de afectados se dedujo de multiplicar por cinco las cien familias afectadas que publicó la fuente.;ATMOSPHCONDITION;Los pozos están secos, no hay fuente de agua superficial, el;La Prensa 2013-05-20 P.4;;;;1;;;;;;;500;;;;;;;
2013;2013-00079;DROUGHT;8;Granada;803;Granada;Panaloya conocida como El Paso.;2013/5/19;En Panaloya conocida co El Paso, los pozos están secos. Los habitantes no tienen acceso a agua potable. Fuente no refleja número de afectados.;ATMOSPHCONDITION;En la zona no hay fuente de agua superficial, el manto friát;La Prensa 2013-05-20 P.4;;;;1;;;;;;;;;;;;;;
2013;2013-00080;DROUGHT;2;Madriz;204;San Juan de Río Coco;Ribera del río Coco;2013/5/20;La sequía y la   deforestación para luego sembrar pasto en la ribera del río Coco al lado de la frontera hondureña son las causas de la disminiciín del caudal del río, afectando a las comunidades indígenas en la navegación y en los cultivos de los productos básicos de autoconsumo de los nativos. Fuente no refleja número de afectados.;ATMOSPHCONDITION;La sequía y la deforestación en la ribera del río Coco, son ;La Prensa 2013-05-21 P.1 P.9;;;;1;;;;;;;;;;;;;;
2013;2013-00081;POLLUTION;7;Masaya;702;Masaya;Laguna de Masaya;2013/5/21;Laguna de Masaya recibe aguas servudas de la ciudad y durante el invierno arrastra basura y sedimentos. Fuente no refleja datos de afectados.;BEHAVIOR;Es costumbre de la ciudadanía disponer residuos sólidos y lí;La Prensa 2013-05-22 P.22;;;;1;;;;;;;;;;;;;;
2013;2013-00082;POLLUTION;15;RAAN;1504;Bonanzas;Río Tungky en territorio Mayagna Saumi Arugka.;2013/5/22;Empresa Minera ubicada en Bonanza contamina el río Tugky, con ácido sulfúrico, convirtiendo al río en riesgo para la salud humana y de los animales. Han encontrado a la orilla del río peces muertos, ganado, cerdos, garrobos, aves de corral, iguanas. La fuente no refleja el número de afectados.;BEHAVIOR;Es costubre de disponer los desechos sólidos y líquidos en l;La Prensa 2013-05-23 P.2;;;;1;;;;;;;;;;;;;;
2013;2013-00083;FLOOD;10;Rivas;1007;San Jorge;Colonia Las Victorias. carretera San Jorge Rivas.;2013/5/24;27 casas inundadas por las primeras lluvias de Mayo. Los datos de afectados se dedujo de multiplicar por cinco las casas afectadas que publicó la fuente.;RAIN;Fuerte lluvia y mal drenaje.;La Prensa 2013-05-25 P.6;;;;1;;;;;27;;135;;;;;;;
2013;2013-00084;FLOOD;6;Managua;605;Managua;En la ciudad de Managua, 24 barrios: Las Torres, Waspam Sur,;2013/5/28;Managua sigue siendo vulnerables a pesar de los proyectos de drenaje  que impulsa la alcaldía. Con la primera lluvia se inundaron 109 casas en 24 barrios afectando a 545 personas  y un hombre falleció al ser  arrastrado por las corrientes de un cauce. Los datos de afectados se dedujo de multiplicar por cinco las 109 casas afectadas.;RAIN;Lluvia intensa y mal drenaje en la ciudad.;"La Prensa 2013-05-29 P.2; 30 P.1 P.7; 31 P.1 P.4";;;;1;1;;;;109;;545;;;;;;;
2013;2013-00085;FLOOD;6;Managua;608;Ciudad Sandino;Urbanizaciónl Valle Santa Rosa y Cauce Nueva Vida Kilómetro ;2013/5/30;Urbanización Valle Santa Rosa en Ciudad Sandino, fueron anegadas 32 casas, se rebasó un cauce y rompió un muro perimetral. Esa urbanización tiene problemas de inundación cada vez que llueve. En el kilómetro 13 de la carretera nueva a León, fuertes corrientes de un cauce socavó un puente afectando el tráfico vehícular. Los datos de afectados se dedujo de multiplicar por cinco las 32 casas inundadas. Datos proporcionados por la fuente.;RAIN;Intensas Lluvias y mal drenaje.;La Prensa 2013-05-31 P.1 P.5;;;;1;;;;;32;;160;;;;;;;
2013;2013-00086;POLLUTION;7;Masaya;705;Masatepe;Ciudad de Masatepe y comarca Nuevo Amanecer.;2013/5/28;Pobladores de Masatepe se quejan del MINSA y de las autoridades municipales porque no le dan el debido tratamiento  a la basura del vertedero, contamina al medio ambiente. En invierino el mal olor se extiende hasta la comarca Nuevo Amanecer. Fuente no publicó datos del número de afectados.;NEGLIGENCE;No le dan el debido tratamiento a la basura.;La Prensa 2013-05-29 P.7;;;;1;;;;;;;;;;;;;;
2013;2013-00087;FIRE;4;Chinandega;409;Chinandega;Aceitera El Real, kilómetro 130 en la carretera Chinandega -;2013/5/29;Incendio en aceitera El Real, en las bodegas s e quemaron decenas de quintales de maíz, soya, maní, materia prima para la elaboración del aceite. Pérdidas no se cuantifican. Los datos de damnificados se dedujo de multiplicar por cinco el inmueble quemado.;UNKNOWN;No se conocen las causas.;La Prensa 2013-05-30 P.1 P.8;;;;1;;;;1;;5;;;;;;;;
2013;2013-00088;OTHER;13;Jinotega;1308;Pantasma;Río Pantasma;2013/5/20;Río Pantasma ha disminuido su caudal por la tala indiscriminada de bosque en la ribera del río. Fuente no refleja cantidad de afectados.;DEFORESTATION;Talan bosque para sembrar cultivos o pastos.;La Prensa 2013-05-30 P.8;;;;1;;;;;;;;;;;;;;10
2013;2013-00089;SPATE;15;RAAN;1506;Siuna;Comunidad Rosa Grande, cerro Baká.;2013/5/31;Em Rosa Grande  vía Siuna Waslala colapsó una alcantarilla y en el cerro Baká vía Siuna Rosita un pegadero que no permitió el tráficó vehícular. Fuente no refleja datos de pérdidas económicas.;RAIN;Intensas lluvias en la RAAN.;La Prensa 2013-06-01 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00090;STRUCTURE;12;Chontales;1202;Juigalpa;Barrios Luis Felipe Acosta y carlos Núñez.;2013/5/31;Una gradería que comunicaba a los barrios Luis Felipe Acosta Carlos Núñez colapsó por las fuertes lluvias. Fuente no refleja datos de afectados.;RAIN;Intensas lluvias en Chontales.;La Prensa 2013-06-01 P.6;;;;1;;;;;;;;;;;;;;
2013;2013-00091;LANDSLIDE;6;Managua;605;Managua;"Barrio Cristo del Rosario Distrito Dos; Barrio Alemania Demo";2013/6/4;Familias piden al gobierno ser trasladadas a zona segura. 33 familias de los barrios Cristo del Rosario del Distrito Dos, Barrio Alemania Democrática, comunidad Los Trejos y Los Tubos en zona de riesgo de derrumbes, sus casas están socavadas, viven a orillas de cauces. Los datos de afectados se dedujo de multiplicar por cinco las 33 familias afectadas que publicó la fuente.;RAIN;Intensas lluvias provocan socavamiento.;"La Prensa 2013-06-05 P.1 P.2 ; 06 P.2 ; 07 P.4";;;;1;;;;;;;165;;;;;;;
2013;2013-00092;LANDSLIDE;14;Matagalpa;1402;Río Blanco;Cerro Musún.al Norte de Río Blanco;2013/6/5;Ocho deslizamiientos de tierra en las laderas del cerro Musún. 15 000 personas afectadas con problemas de agua, se dañaron las tuberías de agua potable. 13 familias fueron evacuadas por anegación, se desbordó el río Blanco y el Martillo que descienden del cerro. Los datos de afectados los reflejó la fuente, los datos de evacuados se dedujo de multiplicar por cinco las 13 familias evacuadas.;RAIN;Lluvias intensas y tala indiscriminada de los bosque en el c;"La Prensa 2013-06-06 P.6; 06-12 P.6";;;;1;;;;;;;15000;;65;;;;;
2013;2013-00093;POLLUTION;9;Carazo;904;Diriamba;Escuela Pedro Joaquín Chamorro en el barrio Malinche.;2013/6/5;200 niños de la escuela Pedro Joaquín Chamorro en el barrio el Malinche  y 50 familias que habitan en el sector sur de la ciudad son afectados por humo de vertedero municipal. El vertedero está ubicado frente a la escuela. Docentes piden trasladar el vertedero a otro lugar, afecta la salud de todos.;NEGLIGENCE;Falta de control de higiene sanitaria.;La Prensa 2013-06-06 P.7;;;;1;;;;;;;450;;;;;;;
2013;2013-00094;FLOOD;6;Managua;605;Managua;Distrito seis, Barrio Santa Elena, Barrio Alexis Argüello.;2013/6/6;96 viviendas fueron afectadas por inundaciones, en el distrito seis, siendo el más afectado el barrio Santa Elena con 66 y en el barrio Alexis Argüello tres casas colapsaron por las intensas lluvias. Los datos de afectados se dedujo de multiplicar por cinco las 96 viviendas inundadas y los datos de damnificados de multiplcar por cinco las tres viviendas destruidas que publicó la fuente.;RAIN;Intensas lluvias.;La Prensa 2013-06-06 P.7;;;;1;;;;3;96;15;480;;;;;;;
